cell_type_1,cell_type_2,effect_size,p_value,mean_I_infected,mean_I_uninfected,delta_I,p_adj_fdr,significant
CD4-Tcell_FH,Fibroblast_piezo2,-0.1796623421057882,0.0,-0.1796623421057882,0.020707886992065078,-0.20037022909785326,0.0,True
CD8-Tcell_early-active,Myeloid_cDC1,-0.17877682689933977,0.0,-0.17877682689933977,0.01915740614892749,-0.19793423304826727,0.0,True
Bcell_GC,CD4-Tcell_TH17,-0.17865136082288968,0.0,-0.17865136082288968,0.2548053749079664,-0.4334567357308561,0.0,True
Bcell_early,Myeloid_migratory,0.1772000879887266,0.0,0.1772000879887266,0.15019738130875238,0.02700270667997423,0.0,True
CD8-Tcell_early-active,Myeloid_moDC,-0.1764412204903224,0.0,-0.1764412204903224,-0.017525346694491767,-0.15891587379583064,0.0,True
Bcell_naive,Myeloid_monocyte,-0.17632076203810926,0.0,-0.17632076203810926,0.01914270290154677,-0.19546346493965602,0.0,True
CD4-Tcell_TH1,Myeloid_Macrophage-CXCL9/10,0.17616219170409497,0.0,0.17616219170409497,0.2428117545285133,-0.06664956282441833,0.0,True
Fibroblast_piezo2,NK,0.17505822614982436,0.0,0.17505822614982436,0.25028722761437566,-0.0752290014645513,0.0,True
Bcell_GC,CD8-Tcell_terminal,0.17283655215361798,0.0,0.17283655215361798,0.2508430789531366,-0.07800652679951864,0.0,True
CD8-Tcell_terminal,Myeloid_pDC,0.17219829484674903,0.0,0.17219829484674903,0.3215462486724335,-0.14934795382568444,0.0,True
CD8-Tcell_naive,Myeloid_marginalzone,-0.17204607584542647,0.0,-0.17204607584542647,-0.1194268509912608,-0.052619224854165675,0.0,True
CD8-Tcell_early-active,Endothelial,-0.17186322724320147,0.0,-0.17186322724320147,-0.06344467459812494,-0.10841855264507652,0.0,True
CD8-Tcell_Gamma-Delta-active,NK_ILC3,0.1717227984975282,0.0,0.1717227984975282,0.28830938071388457,-0.11658658221635637,0.0,True
CD8-Tcell_effector,NK_proliferating,0.1707160478545382,0.0,0.1707160478545382,0.3615885973292531,-0.19087254947471488,0.0,True
CD8-Tcell_terminal,Fibroblast_mesothelial,0.1707048111198402,0.0,0.1707048111198402,-0.033766112513469566,0.20447092363330976,0.0,True
CD4-Tcell_cytotoxic,NK_proliferating,0.1704532741054161,0.0,0.1704532741054161,0.39828534191331627,-0.22783206780790016,0.0,True
Bcell_B1,CD8-Tcell_late-active,-0.1693985368920506,0.0,-0.1693985368920506,0.1876601618361583,-0.3570586987282089,0.0,True
CD8-Tcell_late-active,Myeloid_migratory,-0.16931632469531066,0.0,-0.16931632469531066,0.30609251560367123,-0.4754088402989819,0.0,True
CD8-Tcell_naive,Fibroblast_stromal,-0.1691928436748526,0.0,-0.1691928436748526,0.010108671419185807,-0.1793015150940384,0.0,True
Bcell_naive,CD4-Tcell_cytotoxic,-0.16806764320781015,0.0,-0.16806764320781015,0.08522383511293839,-0.25329147832074855,0.0,True
CD4-Tcell_FH,Myeloid_pDC,0.1676409297587803,0.0,0.1676409297587803,0.3281568005461126,-0.16051587078733232,0.0,True
CD8-Tcell_terminal,Myeloid_monocyte,-0.16744721375152402,0.0,-0.16744721375152402,0.009599069876485455,-0.17704628362800948,0.0,True
CD8-Tcell_Gamma-Delta-Il4,Fibroblast_piezo2,0.16733375418523122,0.0,0.16733375418523122,0.035995109778812394,0.13133864440641882,0.0,True
CD4-Tcell_TH17,Myeloid_marginalzone,0.16609370818989483,0.0,0.16609370818989483,0.0053811956491263205,0.16071251254076852,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Myeloid_marginalzone,0.16444021463138492,0.0,0.16444021463138492,-0.033924324251697315,0.19836453888308223,0.0,True
CD8-Tcell_Gamma-Delta-Il4,Myeloid_Macrophage,0.1641735236189492,0.0,0.1641735236189492,0.14173140360172376,0.022442120017225453,0.0,True
CD8-Tcell_effector,Fibroblast_piezo2,0.16371584233082626,0.0,0.16371584233082626,0.201297760800398,-0.037581918469571735,0.0,True
CD8-Tcell_late-active,Erythrocyte_precursor,0.16214268652705371,0.0,0.16214268652705371,-0.02568656916402414,0.18782925569107786,0.0,True
CD8-Tcell_Gamma-Delta-CD8,NK_ILC3,0.16082066345401758,0.0,0.16082066345401758,0.2118781925061387,-0.05105752905212113,0.0,True
Bcell_B1,Fibroblast_mesothelial,0.16081221193112671,0.0,0.16081221193112671,-0.11999593732095881,0.2808081492520855,0.0,True
CD4-Tcell_Treg,Myeloid_cDC1,-0.160564580544693,0.0,-0.160564580544693,0.03537480018697147,-0.19593938073166448,0.0,True
Bcell_early,Myeloid_marginalzone,-0.16019044679018074,0.0,-0.16019044679018074,-0.0720125695578967,-0.08817787723228404,0.0,True
CD4-Tcell_cytotoxic,Fibroblast_piezo2,0.15787874112623201,0.0,0.15787874112623201,0.22730475289938593,-0.06942601177315391,0.0,True
Bcell_naive,CD8-Tcell_terminal,0.15751719359709226,0.0,0.15751719359709226,0.2417646095967566,-0.08424741599966434,0.0,True
CD4-Tcell_cytotoxic,NK_ILC3,0.1553850386037841,0.0,0.1553850386037841,0.3025072540988936,-0.1471222154951095,0.0,True
CD8-Tcell_late-active,Hematopoeitic_stem_cell,0.15507973538270464,0.0,0.15507973538270464,-0.026255885355563294,0.18133562073826792,0.0,True
Myeloid_cDC1,NK_proliferating,0.15426082792608953,0.0,0.15426082792608953,0.27340779269261417,-0.11914696476652464,0.0,True
Bcell_plasma,Myeloid_marginalzone,0.15393559420774877,0.0,0.15393559420774877,0.2193691878678833,-0.06543359366013451,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Myeloid_moDC,0.1522048740464642,0.0,0.1522048740464642,0.06049395370320153,0.09171092034326268,0.0,True
Bcell_early,Myeloid_cDC1,-0.15203990341662132,0.0,-0.15203990341662132,0.03633849928058074,-0.18837840269720207,0.0,True
CD4-Tcell_TH17,Endothelial,0.15183273366215663,0.0,0.15183273366215663,0.061994933697988294,0.08983779996416834,0.0,True
CD4-Tcell_Treg,NK,-0.15097249960071024,0.0,-0.15097249960071024,0.08008193227742821,-0.23105443187813846,0.0,True
CD8-Tcell_early-active,Myeloid_Macrophage,-0.14998126193357086,0.0,-0.14998126193357086,0.08256119977318169,-0.23254246170675255,0.0,True
CD8-Tcell_Gamma-Delta-active,Myeloid_Macrophage,0.14865376218884496,0.0,0.14865376218884496,0.23958318075492419,-0.09092941856607922,0.0,True
Fibroblast_mesothelial,NK,-0.14845165503327634,0.0,-0.14845165503327634,-0.07685990753873938,-0.07159174749453696,0.0,True
CD4-Tcell_TH1,Myeloid_migratory,-0.14773437606403075,0.0,-0.14773437606403075,0.2027527763650918,-0.35048715242912254,0.0,True
CD8-Tcell_late-active,NK_proliferating,0.14765115288719216,0.0,0.14765115288719216,0.19974045637919133,-0.05208930349199917,0.0,True
Erythrocyte_precursor,Fibroblast_mesothelial,-0.14718730289154625,0.0,-0.14718730289154625,-0.07817893039564915,-0.0690083724958971,0.0,True
CD8-Tcell_effector,CD8-Tcell_terminal,-0.14693275714155615,0.0,-0.14693275714155615,0.22235914565918252,-0.36929190280073865,0.0,True
CD4-Tcell_TH17,Myeloid_Macrophage-CXCL9/10,0.14672811911873873,0.0,0.14672811911873873,0.25972431530872864,-0.1129961961899899,0.0,True
Bcell_plasma,NK,0.14664829902025425,0.0,0.14664829902025425,0.19322579954929758,-0.04657750052904333,0.0,True
CD4-Tcell_TH17,Myeloid_cDC1,0.1465491266679338,0.0,0.1465491266679338,0.10346524281214371,0.04308388385579008,0.0,True
Bcell_naive,CD8-Tcell_late-active,-0.1463942361402447,0.0,-0.1463942361402447,0.24534336479423158,-0.3917376009344763,0.0,True
Myeloid_marginalzone,Myeloid_pDC,-0.14455059586552244,0.0,-0.14455059586552244,-0.056542238790599685,-0.08800835707492274,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Endothelial,0.14305235504188224,0.0,0.14305235504188224,0.030253705372351045,0.1127986496695312,0.0,True
Bcell_early,Myeloid_DC2,0.1423868746186398,0.0,0.1423868746186398,0.27726544898935535,-0.13487857437071554,0.0,True
Bcell_GC,Bcell_early,0.14208695608448774,0.0,0.14208695608448774,0.38393530903306544,-0.2418483529485777,0.0,True
CD8-Tcell_early-active,Myeloid_monocyte,-0.14175571352469105,0.0,-0.14175571352469105,-0.07432141660818893,-0.06743429691650211,0.0,True
Bcell_naive,Mast-Cell,0.14173656589271755,0.0,0.14173656589271755,0.06506995911170428,0.07666660678101327,0.0,True
Bcell_plasma,CD8-Tcell_effector,0.14033613984402749,0.0,0.14033613984402749,0.17756180101855834,-0.037225661174530855,0.0,True
Bcell_naive,Thrombocyte,-0.13961130626480953,0.0,-0.13961130626480953,-0.07862839756170749,-0.06098290870310204,0.0,True
CD8-Tcell_Gamma-Delta-Il4,Mast-Cell,0.13945104396030938,0.0,0.13945104396030938,0.1081887091459387,0.031262334814370685,0.0,True
Hematopoeitic_stem_cell,NK_proliferating,0.13870428336550528,0.0,0.13870428336550528,0.40847190490322355,-0.26976762153771827,0.0,True
CD4-Tcell_Treg,Myeloid_Macrophage,-0.13770283418923718,0.0,-0.13770283418923718,0.10605418635320224,-0.24375702054243942,0.0,True
Bcell_memory,CD4-Tcell_TH1,-0.13750647037318348,0.0,-0.13750647037318348,0.16768458095503289,-0.30519105132821633,0.0,True
Erythrocyte,Myeloid_DC2,-0.1373762520990453,0.0,-0.1373762520990453,-0.07825399331801397,-0.059122258781031334,0.0,True
CD8-Tcell_effector,NK_ILC3,0.1370816445875072,0.0,0.1370816445875072,0.2919924892459275,-0.1549108446584203,0.0,True
CD4-Tcell_cytotoxic,Mast-Cell,0.13701452522938212,0.0,0.13701452522938212,0.337378519127136,-0.2003639938977539,0.0,True
Fibroblast_mesothelial,Myeloid_marginalzone,-0.13645625763534658,0.0,-0.13645625763534658,-0.0790213734064363,-0.057434884228910285,0.0,True
Myeloid_Macrophage-CXCL9/10,NK_proliferating,0.13601141257757016,0.0,0.13601141257757016,0.16934907101011923,-0.03333765843254907,0.0,True
CD8-Tcell_Gamma-Delta-Il4,Erythrocyte_precursor,0.13551940778941535,0.0,0.13551940778941535,-0.09522183885330006,0.2307412466427154,0.0,True
CD4-Tcell_Treg,CD8-Tcell_Gamma-Delta-CD8,0.1352878104636266,0.0,0.1352878104636266,0.4523636884996797,-0.3170758780360531,0.0,True
Bcell_plasma,Fibroblast_stromal,0.1351786003741825,0.0,0.1351786003741825,0.1514345258540813,-0.016255925479898792,0.0,True
CD8-Tcell_Gamma-Delta-CD8,CD8-Tcell_naive,0.13471705470057788,0.0,0.13471705470057788,0.4716837780734414,-0.33696672337286354,0.0,True
CD8-Tcell_Gamma-Delta-CD8,CD8-Tcell_early-active,0.13421895119019264,0.0,0.13421895119019264,0.4656693740325706,-0.3314504228423779,0.0,True
CD8-Tcell_early-active,Fibroblast_piezo2,-0.13387355170092397,0.0,-0.13387355170092397,0.004479690304916101,-0.13835324200584007,0.0,True
Bcell_plasma,Myeloid_Macrophage,0.13386930126417906,0.0,0.13386930126417906,0.1385445500211614,-0.004675248756982331,0.0,True
Myeloid_migratory,Thrombocyte,-0.13386148873607093,0.0,-0.13386148873607093,-0.10920619191117803,-0.024655296824892897,0.0,True
Hematopoeitic_stem_cell,Myeloid_DC2,-0.1328458090231685,0.0,-0.1328458090231685,-0.08852542579188659,-0.044320383231281915,0.0,True
CD8-Tcell_Gamma-Delta-active,Myeloid_Macrophage-CXCL9/10,0.13156312861236233,0.0,0.13156312861236233,0.2559905271709662,-0.12442739855860388,0.0,True
Bcell_B1,Thrombocyte,-0.13105547293254052,0.0,-0.13105547293254052,-0.11998041318699579,-0.011075059745544735,0.0,True
CD4-Tcell_TH17,CD4-Tcell_Treg,0.13102541516506602,0.0,0.13102541516506602,0.4119106306567045,-0.2808852154916385,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Myeloid_Macrophage-CXCL9/10,0.13072268981880975,0.0,0.13072268981880975,0.2569561396271326,-0.12623344980832285,0.0,True
Endothelial,Fibroblast_mesothelial,-0.1306868364822299,0.0,-0.1306868364822299,-0.04970215336091925,-0.08098468312131064,0.0,True
Myeloid_pDC,NK,-0.13044465624424897,0.0,-0.13044465624424897,0.043719277685235425,-0.1741639339294844,0.0,True
CD4-Tcell_Treg,Myeloid_moDC,-0.13018646886902835,0.0,-0.13018646886902835,0.0022293151802990976,-0.13241578404932744,0.0,True
CD8-Tcell_late-active,Fibroblast_piezo2,0.12999687679275496,0.0,0.12999687679275496,0.08303803716380796,0.046958839628946994,0.0,True
Bcell_B1,Neutrophil,-0.1298032155778299,0.0,-0.1298032155778299,0.00205342857386615,-0.13185664415169604,0.0,True
Bcell_naive,NK_ILC3,0.1296008025520468,0.0,0.1296008025520468,0.2030686329311213,-0.07346783037907448,0.0,True
Bcell_early,CD4-Tcell_Treg,0.12958397109442926,0.0,0.12958397109442926,0.18692889071712965,-0.057344919622700385,0.0,True
Bcell_GC,CD4-Tcell_Treg,0.12917910094736595,0.0,0.12917910094736595,0.2372546629226668,-0.10807556197530085,0.0,True
Bcell_early,Fibroblast_stromal,-0.1287611060675396,0.0,-0.1287611060675396,0.06923630770937488,-0.1979974137769145,0.0,True
Bcell_early,Erythrocyte_precursor,-0.1281513395905201,0.0,-0.1281513395905201,-0.17576260478858455,0.04761126519806444,0.0,True
Endothelial,NK_proliferating,0.1281472529339427,0.0,0.1281472529339427,0.3395362068311699,-0.21138895389722723,0.0,True
CD4-Tcell_FH,CD8-Tcell_late-active,-0.1277057896120516,0.0,-0.1277057896120516,0.4008907305113443,-0.5285965201233959,0.0,True
Myeloid_moDC,NK_ILC3,0.12761393843262153,0.0,0.12761393843262153,0.26391531371694626,-0.13630137528432473,0.0,True
Bcell_B1,CD8-Tcell_terminal,0.1275861258622007,0.0,0.1275861258622007,0.19704489660318658,-0.06945877074098589,0.0,True
Myeloid_DC2,Myeloid_moDC-CXCL9/10,0.12609144603824113,0.0,0.12609144603824113,0.3051076051390861,-0.17901615910084495,0.0,True
Bcell_early,NK_ILC3,0.1258070344876781,0.0,0.1258070344876781,0.20639290376536218,-0.08058586927768407,0.0,True
Bcell_naive,Myeloid_moDC,-0.12534352552412337,0.0,-0.12534352552412337,0.005274717464200426,-0.1306182429883238,0.0,True
Bcell_plasma,Myeloid_monocyte,0.1249687115679741,0.0,0.1249687115679741,0.18240969396131812,-0.057440982393344026,0.0,True
CD8-Tcell_early-active,CD8-Tcell_effector,-0.12490512384286198,0.0,-0.12490512384286198,0.1434453692602875,-0.2683504931031495,0.0,True
CD4-Tcell_Treg,Myeloid_monocyte,-0.12262790924597265,0.0,-0.12262790924597265,-0.04775716426153395,-0.0748707449844387,0.0,True
CD8-Tcell_naive,Myeloid_moDC,-0.12215512001403736,0.0,-0.12215512001403736,-0.013632362010346837,-0.10852275800369052,0.0,True
CD8-Tcell_Gamma-Delta-active,Fibroblast_piezo2,0.12134816500566797,0.0,0.12134816500566797,0.16066817579964623,-0.03932001079397826,0.0,True
CD8-Tcell_terminal,Fibroblast_piezo2,-0.12112240079953562,0.0,-0.12112240079953562,0.03313978125785688,-0.1542621820573925,0.0,True
Bcell_early,Hematopoeitic_stem_cell,-0.12094749346100184,0.0,-0.12094749346100184,-0.18833740744357283,0.06738991398257099,0.0,True
Bcell_plasma,CD4-Tcell_TH1,0.11885478403434138,0.0,0.11885478403434138,0.12800450718106765,-0.009149723146726269,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Myeloid_cDC1,0.11859704320751546,0.0,0.11859704320751546,0.08041026946532452,0.03818677374219094,0.0,True
CD8-Tcell_effector,Myeloid_moDC-CXCL9/10,-0.11850854816712753,0.0,-0.11850854816712753,0.14844363587372084,-0.26695218404084836,0.0,True
Bcell_plasma,Myeloid_Macrophage-CXCL9/10,0.1182073326193803,0.0,0.1182073326193803,0.1031324606295783,0.015074871989801994,0.0,True
CD4-Tcell_FH,Thrombocyte,-0.11788681107876459,0.0,-0.11788681107876459,-0.05811421290477692,-0.05977259817398767,0.0,True
Bcell_B1,CD4-Tcell_TH1,-0.11607466684400056,0.0,-0.11607466684400056,0.1399927396921436,-0.2560674065361441,0.0,True
CD8-Tcell_Gamma-Delta-Il4,CD8-Tcell_proliferating,-0.115181625854925,0.0,-0.115181625854925,0.20757591579608087,-0.3227575416510059,0.0,True
Erythrocyte_precursor,NK_proliferating,0.11506061750175808,0.0,0.11506061750175808,0.4221271027308723,-0.30706648522911417,0.0,True
CD4-Tcell_cytotoxic,Fibroblast_mesothelial,-0.11463678783183909,0.0,-0.11463678783183909,-0.07736270249916018,-0.03727408533267891,0.0,True
Bcell_early,Mast-Cell,0.11438429738733774,0.0,0.11438429738733774,0.0761408443808547,0.03824345300648305,0.0,True
CD8-Tcell_Gamma-Delta-Il4,NK_proliferating,0.11403234598398668,0.0,0.11403234598398668,0.14221939640373918,-0.028187050419752502,0.0,True
Bcell_naive,CD4-Tcell_TH1,-0.11366404392936935,0.0,-0.11366404392936935,0.20530229811207593,-0.31896634204144525,0.0,True
Bcell_plasma,CD4-Tcell_FH,-0.11359582061103388,0.0,-0.11359582061103388,0.033222938058540714,-0.14681875866957458,0.0,True
Bcell_naive,Neutrophil,-0.11196124878726635,0.0,-0.11196124878726635,0.04695822834303832,-0.15891947713030466,0.0,True
Bcell_GC,CD8-Tcell_early-active,0.11174763367502347,0.0,0.11174763367502347,0.17728742603455577,-0.0655397923595323,0.0,True
NK,NK_ILC3,0.11143317284731286,0.0,0.11143317284731286,0.27627512135521975,-0.1648419485079069,0.0,True
CD4-Tcell_TH1,Fibroblast_piezo2,0.10943967813740466,0.0,0.10943967813740466,0.14083972033641418,-0.03140004219900952,0.0,True
NK,Thrombocyte,0.10911517094825918,0.0,0.10911517094825918,0.17530795673028984,-0.06619278578203067,0.0,True
Myeloid_DC2,Myeloid_pDC,0.10830163307715107,0.0,0.10830163307715107,0.1875049430599734,-0.07920330998282232,0.0,True
Bcell_plasma,Endothelial,0.10797697469189119,0.0,0.10797697469189119,0.15347819747090827,-0.04550122277901708,0.0,True
Bcell_B1,Mast-Cell,0.10528877024108199,0.0,0.10528877024108199,-0.011194729799158896,0.11648350004024088,0.0,True
CD4-Tcell_TH17,NK_proliferating,0.10514670518317099,0.0,0.10514670518317099,0.1606001003302741,-0.055453395147103124,0.0,True
Bcell_plasma,Neutrophil,0.1047557492087419,0.0,0.1047557492087419,0.13086055531806653,-0.02610480610932464,0.0,True
Fibroblast_mesothelial,Myeloid_moDC,-0.10444209905238108,0.0,-0.10444209905238108,-0.08246487403994979,-0.021977225012431295,0.0,True
CD8-Tcell_Gamma-Delta-CD8,NK_proliferating,0.1036054099974123,0.0,0.1036054099974123,0.13330183556572547,-0.029696425568313173,0.0,True
CD8-Tcell_late-active,CD8-Tcell_proliferating,-0.10278634655842649,0.0,-0.10278634655842649,0.2502138738641983,-0.3530002204226248,0.0,True
CD8-Tcell_late-active,Myeloid_DC2,0.10257636621604853,0.0,0.10257636621604853,0.22093241205200437,-0.11835604583595584,0.0,True
CD4-Tcell_TH17,Myeloid_DC2,0.10247098507307326,0.0,0.10247098507307326,0.21698363278586924,-0.11451264771279598,0.0,True
CD8-Tcell_Gamma-Delta-active,Erythrocyte_precursor,0.10202553269417537,0.0,0.10202553269417537,0.1347113191523337,-0.032685786458158325,0.0,True
CD8-Tcell_naive,Myeloid_monocyte,-0.10151087952169191,0.0,-0.10151087952169191,-0.074205067794479,-0.027305811727212914,0.0,True
Myeloid_moDC-CXCL9/10,Myeloid_monocyte,-0.10091491455126678,0.0,-0.10091491455126678,0.04212307995784018,-0.14303799450910695,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Hematopoeitic_stem_cell,0.1006498762474658,0.0,0.1006498762474658,-0.11656598577106923,0.21721586201853504,0.0,True
NK,Neutrophil,0.09964418850856083,0.0,0.09964418850856083,0.23788468056059847,-0.13824049205203764,0.0,True
CD4-Tcell_naive,CD8-Tcell_late-active,0.09920763163071734,0.0,0.09920763163071734,0.37402533357362466,-0.27481770194290733,0.0,True
CD4-Tcell_TH1,Hematopoeitic_stem_cell,0.09912943026339131,0.0,0.09912943026339131,0.09457740554134891,0.0045520247220424,0.0,True
CD4-Tcell_TH17,Mast-Cell,0.09892186899553645,0.0,0.09892186899553645,0.12525373969052261,-0.02633187069498616,0.0,True
CD8-Tcell_effector,Myeloid_pDC,-0.09812117799157963,0.0,-0.09812117799157963,0.12647799792567294,-0.22459917591725256,0.0,True
CD4-Tcell_TH17,Myeloid_pDC,0.09668020746153366,0.0,0.09668020746153366,0.3025102848223456,-0.20583007736081194,0.0,True
CD4-Tcell_cytotoxic,CD8-Tcell_early-active,-0.09658375666670367,0.0,-0.09658375666670367,0.11708063274149834,-0.213664389408202,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Fibroblast_piezo2,0.09658017362455576,0.0,0.09658017362455576,0.03384004133079081,0.06274013229376495,0.0,True
Bcell_early,Myeloid_moDC-CXCL9/10,0.09641556026033041,0.0,0.09641556026033041,0.26236729059811503,-0.16595173033778463,0.0,True
Fibroblast_stromal,Myeloid_pDC,-0.09598716889697224,0.0,-0.09598716889697224,0.06269162378928195,-0.15867879268625418,0.0,True
Bcell_memory,CD8-Tcell_early-active,0.09587765935233361,0.0,0.09587765935233361,0.12331157867316467,-0.027433919320831057,0.0,True
Mast-Cell,Myeloid_moDC,0.09544280019750326,0.0,0.09544280019750326,0.33054504138417706,-0.2351022411866738,0.0,True
Fibroblast_stromal,Thrombocyte,0.09529695966981325,0.0,0.09529695966981325,0.15687930140419792,-0.06158234173438468,0.0,True
Fibroblast_piezo2,Myeloid_migratory,-0.09499785172480958,0.0,-0.09499785172480958,-0.04973343126154781,-0.04526442046326177,0.0,True
Bcell_GC,Myeloid_DC2,-0.09373459331812772,0.0,-0.09373459331812772,0.2602712756819579,-0.3540058690000856,0.0,True
CD4-Tcell_FH,Neutrophil,-0.0935925333095931,0.0,-0.0935925333095931,0.01701232926855549,-0.1106048625781486,0.0,True
Myeloid_monocyte,Myeloid_pDC,-0.09286526028324604,0.0,-0.09286526028324604,-0.01074295514393801,-0.08212230513930803,0.0,True
CD4-Tcell_FH,NK_proliferating,-0.09149078972264477,0.0,-0.09149078972264477,0.11316428211568468,-0.20465507183832943,0.0,True
Fibroblast_mesothelial,Myeloid_cDC1,-0.09135923407744521,0.0,-0.09135923407744521,-0.10281568951868875,0.011456455441243532,0.0,True
Fibroblast_mesothelial,Myeloid_monocyte,-0.09133153821793381,0.0,-0.09133153821793381,-0.045172806068142425,-0.04615873214979139,0.0,True
Fibroblast_mesothelial,Hematopoeitic_stem_cell,-0.09130521640192857,0.0,-0.09130521640192857,-0.06364154698781495,-0.02766366941411362,0.0,True
CD4-Tcell_naive,Myeloid_migratory,0.09109806013015004,0.0,0.09109806013015004,0.41156272726531196,-0.3204646671351619,0.0,True
Bcell_early,Myeloid_pDC,0.09077629084118569,0.0,0.09077629084118569,0.16979363537446648,-0.0790173445332808,0.0,True
CD4-Tcell_naive,CD8-Tcell_proliferating,0.09024097562857336,0.0,0.09024097562857336,0.17591352315149153,-0.08567254752291817,0.0,True
CD8-Tcell_naive,Erythrocyte_precursor,-0.08950729138895264,0.0,-0.08950729138895264,-0.16756511236193594,0.0780578209729833,0.0,True
CD4-Tcell_Treg,Thrombocyte,-0.08859768908710369,0.0,-0.08859768908710369,-0.07354111904062292,-0.015056570046480769,0.0,True
Myeloid_Macrophage-CXCL9/10,Myeloid_pDC,-0.0882542937257962,0.0,-0.0882542937257962,0.22126812977785193,-0.3095224235036481,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Erythrocyte_precursor,0.08807293555250625,0.0,0.08807293555250625,-0.11959460389983867,0.20766753945234492,0.0,True
Bcell_plasma,Erythrocyte,0.08784462863288203,0.0,0.08784462863288203,0.18085425934870042,-0.09300963071581839,0.0,True
Myeloid_moDC,Myeloid_moDC-CXCL9/10,-0.0862018897564873,0.0,-0.0862018897564873,0.09848619274477448,-0.18468808250126179,0.0,True
Endothelial,NK_ILC3,0.08575191325188747,0.0,0.08575191325188747,0.24377993449528712,-0.15802802124339965,0.0,True
CD4-Tcell_Treg,Myeloid_DC2,0.08557098565598313,0.0,0.08557098565598313,0.19802267561496487,-0.11245168995898173,0.0,True
Fibroblast_piezo2,NK_proliferating,0.08468297229968766,0.0,0.08468297229968766,0.26423307099851134,-0.17955009869882368,0.0,True
CD4-Tcell_Treg,NK_ILC3,0.08429559101968057,0.0,0.08429559101968057,0.16312188765367114,-0.07882629663399057,0.0,True
CD4-Tcell_TH1,Erythrocyte_precursor,0.0830984764031023,0.0,0.0830984764031023,0.09871137930076777,-0.015612902897665468,0.0,True
CD4-Tcell_TH1,Myeloid_DC2,0.08219525879935963,0.0,0.08219525879935963,0.20041540515023426,-0.11822014635087463,0.0,True
CD4-Tcell_TH1,NK_ILC3,0.08208395747065472,0.0,0.08208395747065472,0.27870955671994624,-0.19662559924929152,0.0,True
Erythrocyte_precursor,Neutrophil,0.08173700681486333,0.0,0.08173700681486333,0.235293279201654,-0.15355627238679065,0.0,True
Bcell_plasma,CD8-Tcell_Gamma-Delta-CD8,0.08166552590539046,0.0,0.08166552590539046,0.060379104401291336,0.021286421504099123,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Myeloid_DC2,0.08098725992637797,0.0,0.08098725992637797,0.22245937313048575,-0.1414721132041078,0.0,True
Bcell_early,Endothelial,-0.08081645803051452,0.0,-0.08081645803051452,0.054136950138165926,-0.13495340816868046,0.0,True
CD4-Tcell_TH1,CD8-Tcell_terminal,-0.08054629275717014,0.0,-0.08054629275717014,0.3225548125945456,-0.4031011053517157,0.0,True
Myeloid_Macrophage-CXCL9/10,Neutrophil,0.07965987146828157,0.0,0.07965987146828157,0.10827872704330858,-0.02861885557502701,0.0,True
Bcell_early,CD4-Tcell_FH,0.07805770989582966,0.0,0.07805770989582966,0.1908995490715715,-0.11284183917574184,0.0,True
Bcell_memory,CD8-Tcell_Gamma-Delta-active,-0.07764587894648092,0.0,-0.07764587894648092,0.16404886582145123,-0.24169474476793215,0.0,True
Myeloid_moDC,Myeloid_pDC,-0.07718719628783147,0.0,-0.07718719628783147,0.03122592255424033,-0.1084131188420718,0.0,True
CD4-Tcell_TH1,Erythrocyte,0.07705836445433528,0.0,0.07705836445433528,0.11134001292642079,-0.03428164847208551,0.0,True
CD4-Tcell_Treg,Neutrophil,-0.07668604879880153,0.0,-0.07668604879880153,-0.006597623383125788,-0.07008842541567574,0.0,True
CD4-Tcell_TH1,Mast-Cell,0.07655349519541405,0.0,0.07655349519541405,0.2336918837737663,-0.15713838857835224,0.0,True
CD4-Tcell_TH17,CD8-Tcell_early-active,0.07637976940417945,0.0,0.07637976940417945,0.4111674855456181,-0.33478771614143865,0.0,True
Bcell_plasma,CD8-Tcell_Gamma-Delta-active,0.07629975347829218,0.0,0.07629975347829218,0.1659394574544255,-0.08963970397613333,0.0,True
CD4-Tcell_TH1,CD8-Tcell_proliferating,-0.0757923355642337,0.0,-0.0757923355642337,0.2669098255341936,-0.3427021610984273,0.0,True
Bcell_early,CD8-Tcell_late-active,-0.07534848483845538,0.0,-0.07534848483845538,0.21892525607984337,-0.2942737409182987,0.0,True
Bcell_plasma,CD4-Tcell_TH17,0.07481395886328689,0.0,0.07481395886328689,0.08038100124969233,-0.005567042386405444,0.0,True
CD4-Tcell_naive,Myeloid_pDC,0.073660605169999,0.0,0.073660605169999,0.3422021997388151,-0.2685415945688161,0.0,True
Bcell_naive,CD8-Tcell_early-active,0.07189042368709525,0.0,0.07189042368709525,0.17359233576470073,-0.10170191207760548,0.0,True
Bcell_naive,CD4-Tcell_naive,-0.0717317278542814,0.0,-0.0717317278542814,0.16628385261739567,-0.2380155804716771,0.0,True
